rsrp-l900-qty,rsrp-l900-avg,compare,WKT,Provinsi,Kabupaten_Kota,Kecamatan,ID_Kecamatan,Luas_Kec_Sq_Km,Unique_XL,Kecamatan_XL,City_XL,Commercial_XL,Clutter_Type
157,-116.5,FALSE,"POLYGON ((107.192632 -6.393755, 107.192992 -6.393755, 107.192992 -6.393396, 107.192632 -6.393396, 107.192632 -6.393755))",JAWA BARAT,BEKASI,CIKARANG PUSAT,32_16_20,53.69008019,KAB. BEKASI_cikarang pusat,cikarang pusat,KAB. BEKASI,P2,Urban
201,-107.4545455,FALSE,"POLYGON ((107.192992 -6.375067, 107.193351 -6.375067, 107.193351 -6.374707, 107.192992 -6.374707, 107.192992 -6.375067))",JAWA BARAT,BEKASI,CIKARANG PUSAT,32_16_20,53.69008019,KAB. BEKASI_cikarang pusat,cikarang pusat,KAB. BEKASI,P2,Urban
200,-110.9701493,FALSE,"POLYGON ((107.192992 -6.375426, 107.193351 -6.375426, 107.193351 -6.375067, 107.192992 -6.375067, 107.192992 -6.375426))",JAWA BARAT,BEKASI,CIKARANG PUSAT,32_16_20,53.69008019,KAB. BEKASI_cikarang pusat,cikarang pusat,KAB. BEKASI,P2,Urban
180,-115.7,FALSE,"POLYGON ((107.193351 -6.374707, 107.19371 -6.374707, 107.19371 -6.374348, 107.193351 -6.374348, 107.193351 -6.374707))",JAWA BARAT,BEKASI,CIKARANG PUSAT,32_16_20,53.69008019,KAB. BEKASI_cikarang pusat,cikarang pusat,KAB. BEKASI,P2,Urban
277,-111.4090909,FALSE,"POLYGON ((107.19371 -6.375067, 107.19407 -6.375067, 107.19407 -6.374707, 107.19371 -6.374707, 107.19371 -6.375067))",JAWA BARAT,BEKASI,CIKARANG PUSAT,32_16_20,53.69008019,KAB. BEKASI_cikarang pusat,cikarang pusat,KAB. BEKASI,P2,Urban
235,-113.8,FALSE,"POLYGON ((107.194789 -6.349909, 107.195148 -6.349909, 107.195148 -6.349549, 107.194789 -6.349549, 107.194789 -6.349909))",JAWA BARAT,BEKASI,CIKARANG PUSAT,32_16_20,53.69008019,KAB. BEKASI_cikarang pusat,cikarang pusat,KAB. BEKASI,P2,Urban
876,-112.75,FALSE,"POLYGON ((107.195507 -6.349909, 107.195867 -6.349909, 107.195867 -6.349549, 107.195507 -6.349549, 107.195507 -6.349909))",JAWA BARAT,BEKASI,CIKARANG PUSAT,32_16_20,53.69008019,KAB. BEKASI_cikarang pusat,cikarang pusat,KAB. BEKASI,P2,Urban
1356,-108.2,FALSE,"POLYGON ((107.195867 -6.377582, 107.196226 -6.377582, 107.196226 -6.377223, 107.195867 -6.377223, 107.195867 -6.377582))",JAWA BARAT,BEKASI,CIKARANG PUSAT,32_16_20,53.69008019,KAB. BEKASI_cikarang pusat,cikarang pusat,KAB. BEKASI,P2,Urban
265,-119,FALSE,"POLYGON ((107.198742 -6.513436, 107.199101 -6.513436, 107.199101 -6.513076, 107.198742 -6.513076, 107.198742 -6.513436))",JAWA BARAT,KARAWANG,PANGKALAN,32_15_2,98.17812606,KAB. KARAWANG_pangkalan,pangkalan,KAB. KARAWANG,P2,SubUrban
480,-109.0357143,FALSE,"POLYGON ((107.19982 -6.179194, 107.20018 -6.179194, 107.20018 -6.178834, 107.19982 -6.178834, 107.19982 -6.179194))",JAWA BARAT,BEKASI,SUKAKARYA,32_16_14,48.55052981,KAB. BEKASI_sukakarya,sukakarya,KAB. BEKASI,P2,SubUrban
343,-106.5714286,FALSE,"POLYGON ((107.204133 -6.264371, 107.204492 -6.264371, 107.204492 -6.264012, 107.204133 -6.264012, 107.204133 -6.264371))",JAWA BARAT,BEKASI,CIKARANG TIMUR,32_16_11,53.01158996,KAB. BEKASI_cikarang timur,cikarang timur,KAB. BEKASI,P2,Urban
176,-113.0542636,FALSE,"POLYGON ((107.205211 -6.269044, 107.205571 -6.269044, 107.205571 -6.268684, 107.205211 -6.268684, 107.205211 -6.269044))",JAWA BARAT,BEKASI,CIKARANG TIMUR,32_16_11,53.01158996,KAB. BEKASI_cikarang timur,cikarang timur,KAB. BEKASI,P2,Urban
438,-108.1162791,FALSE,"POLYGON ((107.206289 -6.334454, 107.206649 -6.334454, 107.206649 -6.334095, 107.206289 -6.334095, 107.206289 -6.334454))",JAWA BARAT,BEKASI,CIKARANG PUSAT,32_16_20,53.69008019,KAB. BEKASI_cikarang pusat,cikarang pusat,KAB. BEKASI,P2,Urban
797,-111,FALSE,"POLYGON ((107.206289 -6.391599, 107.206649 -6.391599, 107.206649 -6.39124, 107.206289 -6.39124, 107.206289 -6.391599))",JAWA BARAT,BEKASI,CIKARANG PUSAT,32_16_20,53.69008019,KAB. BEKASI_cikarang pusat,cikarang pusat,KAB. BEKASI,P2,Urban
315,-114,FALSE,"POLYGON ((107.208086 -6.512357, 107.208446 -6.512357, 107.208446 -6.511998, 107.208086 -6.511998, 107.208086 -6.512357))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
159,-116.4603175,FALSE,"POLYGON ((107.208086 -6.512717, 107.208446 -6.512717, 107.208446 -6.512357, 107.208086 -6.512357, 107.208086 -6.512717))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
220,-106,FALSE,"POLYGON ((107.210243 -6.510201, 107.210602 -6.510201, 107.210602 -6.509842, 107.210243 -6.509842, 107.210243 -6.510201))",JAWA BARAT,KARAWANG,PANGKALAN,32_15_2,98.17812606,KAB. KARAWANG_pangkalan,pangkalan,KAB. KARAWANG,P2,SubUrban
341,-107,FALSE,"POLYGON ((107.210243 -6.525655, 107.210602 -6.525655, 107.210602 -6.525296, 107.210243 -6.525296, 107.210243 -6.525655))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
164,-107,FALSE,"POLYGON ((107.215993 -5.985836, 107.216353 -5.985836, 107.216353 -5.985477, 107.215993 -5.985477, 107.215993 -5.985836))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
617,-110.1463415,FALSE,"POLYGON ((107.215993 -5.986196, 107.216353 -5.986196, 107.216353 -5.985836, 107.215993 -5.985836, 107.215993 -5.986196))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
182,-113,FALSE,"POLYGON ((107.216353 -5.985836, 107.216712 -5.985836, 107.216712 -5.985477, 107.216353 -5.985477, 107.216353 -5.985836))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
157,-106.4444444,FALSE,"POLYGON ((107.216712 -6.526015, 107.217071 -6.526015, 107.217071 -6.525655, 107.216712 -6.525655, 107.216712 -6.526015))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
228,-109.5657895,FALSE,"POLYGON ((107.217431 -6.162302, 107.21779 -6.162302, 107.21779 -6.161942, 107.217431 -6.161942, 107.217431 -6.162302))",JAWA BARAT,BEKASI,SUKAKARYA,32_16_14,48.55052981,KAB. BEKASI_sukakarya,sukakarya,KAB. BEKASI,P2,SubUrban
196,-116.6666667,FALSE,"POLYGON ((107.21779 -6.488637, 107.21815 -6.488637, 107.21815 -6.488278, 107.21779 -6.488278, 107.21779 -6.488637))",JAWA BARAT,KARAWANG,PANGKALAN,32_15_2,98.17812606,KAB. KARAWANG_pangkalan,pangkalan,KAB. KARAWANG,P2,SubUrban
872,-114.2881356,FALSE,"POLYGON ((107.218509 -6.261137, 107.218868 -6.261137, 107.218868 -6.260777, 107.218509 -6.260777, 107.218509 -6.261137))",JAWA BARAT,BEKASI,KEDUNGWARINGIN,32_16_12,30.28348232,KAB. BEKASI_kedungwaringin,kedungwaringin,KAB. BEKASI,P2,Urban
185,-108.9130435,FALSE,"POLYGON ((107.219587 -6.51056, 107.219947 -6.51056, 107.219947 -6.510201, 107.219587 -6.510201, 107.219587 -6.51056))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
286,-112.9222222,FALSE,"POLYGON ((107.219947 -5.991227, 107.220306 -5.991227, 107.220306 -5.990868, 107.219947 -5.990868, 107.219947 -5.991227))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
205,-107.5859375,FALSE,"POLYGON ((107.220306 -5.995181, 107.220665 -5.995181, 107.220665 -5.994821, 107.220306 -5.994821, 107.220306 -5.995181))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
231,-111.1804878,FALSE,"POLYGON ((107.220306 -5.99554, 107.220665 -5.99554, 107.220665 -5.995181, 107.220306 -5.995181, 107.220306 -5.99554))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
892,-109.1060606,FALSE,"POLYGON ((107.220665 -5.996978, 107.221025 -5.996978, 107.221025 -5.996618, 107.220665 -5.996618, 107.220665 -5.996978))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
176,-116.3552632,FALSE,"POLYGON ((107.221025 -6.000212, 107.221384 -6.000212, 107.221384 -5.999853, 107.221025 -5.999853, 107.221025 -6.000212))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
313,-115.45,FALSE,"POLYGON ((107.221025 -6.46887, 107.221384 -6.46887, 107.221384 -6.468511, 107.221025 -6.468511, 107.221025 -6.46887))",JAWA BARAT,KARAWANG,PANGKALAN,32_15_2,98.17812606,KAB. KARAWANG_pangkalan,pangkalan,KAB. KARAWANG,P2,SubUrban
421,-113,FALSE,"POLYGON ((107.221744 -6.320078, 107.222103 -6.320078, 107.222103 -6.319719, 107.221744 -6.319719, 107.221744 -6.320078))",JAWA BARAT,BEKASI,CIKARANG TIMUR,32_16_11,53.01158996,KAB. BEKASI_cikarang timur,cikarang timur,KAB. BEKASI,P2,Urban
158,-109.0213777,FALSE,"POLYGON ((107.221744 -6.320438, 107.222103 -6.320438, 107.222103 -6.320078, 107.221744 -6.320078, 107.221744 -6.320438))",JAWA BARAT,BEKASI,CIKARANG TIMUR,32_16_11,53.01158996,KAB. BEKASI_cikarang timur,cikarang timur,KAB. BEKASI,P2,Urban
207,-106.2988506,FALSE,"POLYGON ((107.222462 -6.322235, 107.222822 -6.322235, 107.222822 -6.321875, 107.222462 -6.321875, 107.222462 -6.322235))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
227,-115.5,FALSE,"POLYGON ((107.222462 -6.496903, 107.222822 -6.496903, 107.222822 -6.496544, 107.222462 -6.496544, 107.222462 -6.496903))",JAWA BARAT,KARAWANG,PANGKALAN,32_15_2,98.17812606,KAB. KARAWANG_pangkalan,pangkalan,KAB. KARAWANG,P2,SubUrban
152,-107,FALSE,"POLYGON ((107.222822 -6.322235, 107.223181 -6.322235, 107.223181 -6.321875, 107.222822 -6.321875, 107.222822 -6.322235))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
684,-105.6666667,FALSE,"POLYGON ((107.223181 -6.514154, 107.223541 -6.514154, 107.223541 -6.513795, 107.223181 -6.513795, 107.223181 -6.514154))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
160,-111.25,FALSE,"POLYGON ((107.223541 -6.511279, 107.2239 -6.511279, 107.2239 -6.51092, 107.223541 -6.51092, 107.223541 -6.511279))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
404,-110.29375,FALSE,"POLYGON ((107.223541 -6.511639, 107.2239 -6.511639, 107.2239 -6.511279, 107.223541 -6.511279, 107.223541 -6.511639))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
399,-113,FALSE,"POLYGON ((107.2239 -6.000931, 107.224259 -6.000931, 107.224259 -6.000572, 107.2239 -6.000572, 107.2239 -6.000931))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
203,-113.0172414,FALSE,"POLYGON ((107.2239 -6.004166, 107.224259 -6.004166, 107.224259 -6.003806, 107.2239 -6.003806, 107.2239 -6.004166))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
211,-113.9473684,FALSE,"POLYGON ((107.2239 -6.473542, 107.224259 -6.473542, 107.224259 -6.473183, 107.2239 -6.473183, 107.2239 -6.473542))",JAWA BARAT,KARAWANG,PANGKALAN,32_15_2,98.17812606,KAB. KARAWANG_pangkalan,pangkalan,KAB. KARAWANG,P2,SubUrban
1237,-108.8571429,FALSE,"POLYGON ((107.2239 -6.511639, 107.224259 -6.511639, 107.224259 -6.511279, 107.2239 -6.511279, 107.2239 -6.511639))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
197,-109.3920776,FALSE,"POLYGON ((107.2239 -6.511998, 107.224259 -6.511998, 107.224259 -6.511639, 107.2239 -6.511639, 107.2239 -6.511998))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
1483,-118.3333333,FALSE,"POLYGON ((107.224259 -6.000931, 107.224619 -6.000931, 107.224619 -6.000572, 107.224259 -6.000572, 107.224259 -6.000931))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
172,-115.0836143,FALSE,"POLYGON ((107.224259 -6.001291, 107.224619 -6.001291, 107.224619 -6.000931, 107.224259 -6.000931, 107.224259 -6.001291))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
319,-108.8653846,FALSE,"POLYGON ((107.224259 -6.511998, 107.224619 -6.511998, 107.224619 -6.511639, 107.224259 -6.511639, 107.224259 -6.511998))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
173,-113.6470588,FALSE,"POLYGON ((107.224619 -6.001291, 107.224978 -6.001291, 107.224978 -6.000931, 107.224619 -6.000931, 107.224619 -6.001291))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
768,-128,FALSE,"POLYGON ((107.225338 -5.999494, 107.225697 -5.999494, 107.225697 -5.999134, 107.225338 -5.999134, 107.225338 -5.999494))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
243,-106,FALSE,"POLYGON ((107.225338 -6.506966, 107.225697 -6.506966, 107.225697 -6.506607, 107.225338 -6.506607, 107.225338 -6.506966))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
236,-112,FALSE,"POLYGON ((107.225697 -6.000572, 107.226056 -6.000572, 107.226056 -6.000212, 107.225697 -6.000212, 107.225697 -6.000572))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
219,-112.1313559,FALSE,"POLYGON ((107.225697 -6.000931, 107.226056 -6.000931, 107.226056 -6.000572, 107.225697 -6.000572, 107.225697 -6.000931))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
158,-109.1351351,FALSE,"POLYGON ((107.225697 -6.517389, 107.226056 -6.517389, 107.226056 -6.51703, 107.225697 -6.51703, 107.225697 -6.517389))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
268,-111.5,FALSE,"POLYGON ((107.226056 -6.000212, 107.226416 -6.000212, 107.226416 -5.999853, 107.226056 -5.999853, 107.226056 -6.000212))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
599,-110.5555556,FALSE,"POLYGON ((107.226056 -6.362847, 107.226416 -6.362847, 107.226416 -6.362488, 107.226056 -6.362488, 107.226056 -6.362847))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
444,-109.047619,FALSE,"POLYGON ((107.226416 -6.362847, 107.226775 -6.362847, 107.226775 -6.362488, 107.226416 -6.362488, 107.226416 -6.362847))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
200,-112.8571429,FALSE,"POLYGON ((107.226775 -6.000931, 107.227135 -6.000931, 107.227135 -6.000572, 107.226775 -6.000572, 107.226775 -6.000931))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
211,-117.6666667,FALSE,"POLYGON ((107.226775 -6.320797, 107.227135 -6.320797, 107.227135 -6.320438, 107.226775 -6.320438, 107.226775 -6.320797))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
273,-109.2465753,FALSE,"POLYGON ((107.227853 -6.000572, 107.228213 -6.000572, 107.228213 -6.000212, 107.227853 -6.000212, 107.227853 -6.000572))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
326,-114,FALSE,"POLYGON ((107.227853 -6.361769, 107.228213 -6.361769, 107.228213 -6.361409, 107.227853 -6.361409, 107.227853 -6.361769))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
239,-106.8666667,FALSE,"POLYGON ((107.228213 -6.361769, 107.228572 -6.361769, 107.228572 -6.361409, 107.228213 -6.361409, 107.228213 -6.361769))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
896,-106.4923077,FALSE,"POLYGON ((107.228572 -6.000572, 107.228932 -6.000572, 107.228932 -6.000212, 107.228572 -6.000212, 107.228572 -6.000572))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
1266,-120,FALSE,"POLYGON ((107.228572 -6.196804, 107.228932 -6.196804, 107.228932 -6.196445, 107.228572 -6.196445, 107.228572 -6.196804))",JAWA BARAT,BEKASI,PEBAYURAN,32_16_13,95.3255672,KAB. BEKASI_pebayuran,pebayuran,KAB. BEKASI,P2,SubUrban
167,-111.1666667,FALSE,"POLYGON ((107.228572 -6.361769, 107.228932 -6.361769, 107.228932 -6.361409, 107.228572 -6.361409, 107.228572 -6.361769))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
195,-114.0208333,FALSE,"POLYGON ((107.229291 -6.27731, 107.22965 -6.27731, 107.22965 -6.27695, 107.229291 -6.27695, 107.229291 -6.27731))",JAWA BARAT,BEKASI,CIKARANG TIMUR,32_16_11,53.01158996,KAB. BEKASI_cikarang timur,cikarang timur,KAB. BEKASI,P2,Urban
1251,-121.1538462,FALSE,"POLYGON ((107.229291 -6.30103, 107.22965 -6.30103, 107.22965 -6.300671, 107.229291 -6.300671, 107.229291 -6.30103))",JAWA BARAT,BEKASI,CIKARANG TIMUR,32_16_11,53.01158996,KAB. BEKASI_cikarang timur,cikarang timur,KAB. BEKASI,P2,Urban
245,-111.5,FALSE,"POLYGON ((107.229291 -6.350268, 107.22965 -6.350268, 107.22965 -6.349909, 107.229291 -6.349909, 107.229291 -6.350268))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
162,-110.6081633,FALSE,"POLYGON ((107.229291 -6.350627, 107.22965 -6.350627, 107.22965 -6.350268, 107.229291 -6.350268, 107.229291 -6.350627))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
159,-114.4421053,FALSE,"POLYGON ((107.22965 -6.27731, 107.23001 -6.27731, 107.23001 -6.27695, 107.22965 -6.27695, 107.22965 -6.27731))",JAWA BARAT,BEKASI,CIKARANG TIMUR,32_16_11,53.01158996,KAB. BEKASI_cikarang timur,cikarang timur,KAB. BEKASI,P2,Urban
753,-118.1818182,FALSE,"POLYGON ((107.22965 -6.30103, 107.23001 -6.30103, 107.23001 -6.300671, 107.22965 -6.300671, 107.22965 -6.30103))",JAWA BARAT,BEKASI,CIKARANG TIMUR,32_16_11,53.01158996,KAB. BEKASI_cikarang timur,cikarang timur,KAB. BEKASI,P2,Urban
159,-113.3333333,FALSE,"POLYGON ((107.22965 -6.408491, 107.23001 -6.408491, 107.23001 -6.408131, 107.22965 -6.408131, 107.22965 -6.408491))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
344,-114,FALSE,"POLYGON ((107.22965 -6.506607, 107.23001 -6.506607, 107.23001 -6.506248, 107.22965 -6.506248, 107.22965 -6.506607))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
280,-106.1666667,FALSE,"POLYGON ((107.23001 -6.203273, 107.230369 -6.203273, 107.230369 -6.202914, 107.23001 -6.202914, 107.23001 -6.203273))",,,,,,,,,,
365,-109.6666667,FALSE,"POLYGON ((107.23001 -6.408491, 107.230369 -6.408491, 107.230369 -6.408131, 107.23001 -6.408131, 107.23001 -6.408491))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
363,-105.5,FALSE,"POLYGON ((107.231807 -6.004525, 107.232166 -6.004525, 107.232166 -6.004166, 107.231807 -6.004166, 107.231807 -6.004525))",JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
269,-110.8095238,FALSE,"POLYGON ((107.232166 -6.347752, 107.232526 -6.347752, 107.232526 -6.347393, 107.232166 -6.347393, 107.232166 -6.347752))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
207,-109.8554217,FALSE,"POLYGON ((107.232166 -6.406694, 107.232526 -6.406694, 107.232526 -6.406334, 107.232166 -6.406334, 107.232166 -6.406694))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
179,-108.4166667,FALSE,"POLYGON ((107.232166 -6.507685, 107.232526 -6.507685, 107.232526 -6.507326, 107.232166 -6.507326, 107.232166 -6.507685))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
159,-107.7466667,FALSE,"POLYGON ((107.232166 -6.517389, 107.232526 -6.517389, 107.232526 -6.51703, 107.232166 -6.51703, 107.232166 -6.517389))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
162,-119,FALSE,"POLYGON ((107.232526 -6.313969, 107.232885 -6.313969, 107.232885 -6.313609, 107.232526 -6.313609, 107.232526 -6.313969))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
164,-109.7916667,FALSE,"POLYGON ((107.233604 -6.507326, 107.233963 -6.507326, 107.233963 -6.506966, 107.233604 -6.506966, 107.233604 -6.507326))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
162,-106.7567568,FALSE,"POLYGON ((107.233963 -6.506966, 107.234323 -6.506966, 107.234323 -6.506607, 107.233963 -6.506607, 107.233963 -6.506966))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
173,-108.1428571,FALSE,"POLYGON ((107.233963 -6.527452, 107.234323 -6.527452, 107.234323 -6.527093, 107.233963 -6.527093, 107.233963 -6.527452))",JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
170,-106.6666667,FALSE,"POLYGON ((107.234323 -6.368597, 107.234682 -6.368597, 107.234682 -6.368238, 107.234323 -6.368238, 107.234323 -6.368597))",JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
